Route stop,Business,Address,Phone,Category,Owned website search status,Raw owned-site candidate,Search evidence
850,"Curtis Miyahara, DMD","129 2nd Street, Los Altos, 94022",(650) 948-1183,dentist,ATTEMPTED - no likely owned-site hit,,"KIM TAR B.B.Q. - Updated May 2026 - 653 Photos & 401 ... - YelpKim Tar B.B.Q., San Jose - Menu, Reviews (89), Photos (27 ...Kim Tar B.B.Q. in San Jose, CA 95131 - 408-453...Kim Tar B.B.Q. - 1698 Hostetter Rd, San Jose, CA 95131 ...Kim Tar BBQ - San Jose, CA 95131 - The Real Yellow PagesKim Tar B.B.Q. in San Jose, CA United States - Apple MapsOnline Menu of Kim Tar B.B.Q. Restaurant, San Jose ... (yelp.com) | Kim Tar B.B.Q., San Jose - Menu, Reviews (89), Photos (27 ...Kim Tar B.B.Q. in San Jose, CA 95131 - 408-453...Kim Tar B.B.Q. - 1698 Hostetter Rd, San Jose, CA 95131 ...Kim Tar BBQ - San Jose, CA 95131 - The Real Yellow PagesKim Tar B.B.Q. in San Jose, CA United States - Apple MapsOnline Menu of Kim Tar B.B.Q. Restaurant, San Jose ... (restaurantji.com) | Kim Tar B.B.Q. in San Jose, CA 95131 - 408-453... (chamberofcommerce.com) | Kim Tar B.B.Q. - 1698 Hostetter Rd, San Jose, CA 95131 ... (businessyab.com) | Kim Tar BBQ - San Jose, CA 95131 - The Real Yellow PagesKim Tar B.B.Q. in San Jose, CA United States - Apple MapsOnline Menu of Kim Tar B.B.Q. Restaurant, San Jose ... (yellowpages.com)"
851,La Venus,"363 Main Street, Los Altos, CA, 94022",(650) 947-1336,beauty,ATTEMPTED - search error,,ERROR: No results found.
852,Paris Tailor,"353 Main Street, Los Altos, CA, 94022",(650) 941-6604,tailor,ATTEMPTED - search error,,ERROR: No results found.
853,Cambric Ltd,197,(650) 941-2106,clothes,ATTEMPTED - no likely owned-site hit,,"Sushi Pro - San Jose, CA (sushiprosj.com)"
854,Nancy's Tailor,"220 State Street, Los Altos, CA, 94022",(650) 917-1648,tailor,ATTEMPTED - search error,,ERROR: No results found.
855,The Pho Cabin,200,(650) 917-1328,restaurant,ATTEMPTED - no likely owned-site hit,,"Chinese Restaurants in Milpitas, CA: Chinese Restaurants in Bay Area (valleywalk.com) | QQ Noodle menu - Milpitas CA 95035 - (408) 894-9171 - Allmenus (allmenus.com) | QQ Noodle in Milpitas, CA 95035 - 408-894... (chamberofcommerce.com) | QQ Noodle 416 Barber Lane Milpitas, CA 95035 - Menu, Location ... (menuwithpricesonline.com) | QQ Noodle, Milpitas, CA: Bay Area Chinese Restaurant Directory (valleywalk.com)"
856,Harold's Jewelry,"164 Main Street, Los Altos, CA, 94022",(650) 948-9395,jewelry,ATTEMPTED - search error,,ERROR: No results found.
857,Mikado,"161 Main Street, Los Altos",(650) 917-8388,restaurant,ATTEMPTED - search error,,ERROR: No results found.
858,Tacos Al Vapor,"131 Main Street, Los Altos, ca, 94022",(650) 619-9431,fast_food,ATTEMPTED - search error,,ERROR: No results found.
859,Ann's Nails,"105 Main Street, Los Altos, CA, 94022",(650) 949-2446,beauty,ATTEMPTED - no likely owned-site hit,,"Personalized Vans And Trucks 491 Reynolds Cir, San Jose, CA ...Personalized Vans and Trucks | (408) 436-8244 | San Jose ...Personalized Vans & Trucks San Jose CA, 95112 – Manta.comPersonalized Vans And Trucks - San Jose, CA 95112Personalized Vans & Trucks: Vehicle customization and ...Personalized Vans & Trucks | San Jose CA - FacebookPersonalized Vans & Trucks 491 Reynolds Circle, SAN ... - Hotfrog (superpages.com) | Personalized Vans and Trucks | (408) 436-8244 | San Jose ... (allbiz.com) | Personalized Vans & Trucks San Jose CA, 95112 – Manta.comPersonalized Vans And Trucks - San Jose, CA 95112Personalized Vans & Trucks: Vehicle customization and ...Personalized Vans & Trucks | San Jose CA - FacebookPersonalized Vans & Trucks 491 Reynolds Circle, SAN ... - Hotfrog (manta.com) | Personalized Vans And Trucks - San Jose, CA 95112Personalized Vans & Trucks: Vehicle customization and ...Personalized Vans & Trucks | San Jose CA - FacebookPersonalized Vans & Trucks 491 Reynolds Circle, SAN ... - Hotfrog (yellowpages.com) | Personalized Vans & Trucks: Vehicle customization and ... (openfos.com)"
860,Blades Styling,"3966 Middlefield Road, Palo Alto, CA, 94303",(650) 494-2987,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
861,Nail Touch Beauty Salon,1020 North Rengstorff Avenue,(650) 938-8471,beauty,ATTEMPTED - search error,,ERROR: No results found.
862,Royal Beauty Salon,"1040 North Rengstorff Avenue, Mountain View, CA, 94043",(650) 390-0688,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
863,Yardbird Equipment,"2532 Old Middlefield Way, Mountain View, 94043",(650) 969-8665,hardware,ATTEMPTED - search error,,ERROR: No results found.
864,Mercedes Benz Repair,2362 Old Middlefield Way,(650) 593-1300,car_repair,ATTEMPTED - search error,,ERROR: No results found.
865,Beauty Salon Haircut,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 965-4581,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
866,Star Nail Spa,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 969-4516,beauty,ATTEMPTED - no likely owned-site hit,,Chez Sovan San Jose CA Restaurant opening hours and reviews (openingtimes.co)
867,Sushi Jin,"580 North Rengstorff Avenue, Mountain View, 94043",(650) 386-5885,restaurant,ATTEMPTED - no likely owned-site hit,,Autoland;Radiatorland Map - Automobile repair shop - Santa ... (mapcarta.com)
868,Bailey Beauty Salon,"570 North Shoreline Boulevard, Mountain View, CA, 94043",(650) 967-3003,beauty,ATTEMPTED - search error,,ERROR: No results found.
869,Dr. Yvette Tan Antonio Family Dentistry,327C Moffett Boulevard,(650) 961-5424,dentist,ATTEMPTED - search error,,ERROR: No results found.
870,Ramen Izakaya Yu-Gen,"152 Castro Street, Mountain View, CA",(650) 428-0888,restaurant,ATTEMPTED - search error,,ERROR: No results found.
871,Salon Finesse,732 Villa Street,(650) 968-1386,beauty,RAW HIT REVIEWED - not confirmed owned site,https://taqueria-elamigo.com/waltham-taqueria-el-amigo-food-menu,"El Caminito Taqueria, 782 North 13th Street, San Jose, CA - Groupon (groupon.com) | Order La Victoria Taqueria - San Jose, CA Menu Delivery... - DoorDash (doordash.com) | El Caminito Taqueria's Success by michelle rivera on Prezi (prezi.com) | LA VICTORIA TAQUERIA, San Jose - 1415 N 4th St... - Tripadvisor (tripadvisor.com) | Taqueria Lorenas: Discover Authentic Mexican Flavors in San Jose (taqueria-lorenas.menu-world.com)"
872,Center Tailoring & Alterations,257 Castro Street,(650) 965-5526,tailor,ATTEMPTED - search error,,ERROR: No results found.
873,Hong Kong Bakery and Cafe,"210 Castro Street, Mountain View, CA",(650) 969-3153,bakery,ATTEMPTED - search error,,ERROR: No results found.
874,Imagine Hair Salon,"857 Villa Street, Mountain View, CA, 94041",(650) 968-8602,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
875,Phở Tô Châu,853 Villa Street,(650) 961-8069,restaurant,ATTEMPTED - search error,,ERROR: No results found.
876,Mervyn's Lounge,"236 Castro Street, Mountain View, CA",(650) 938-2968,bar,ATTEMPTED - search error,,ERROR: No results found.
877,Taqueria Los Charros,854 West Dana Street,(650) 969-1464,restaurant,ATTEMPTED - search error,,ERROR: No results found.
878,D'Cache Beauty Salon,"Latham Street, Mountain View, California, 94039 (reverse-geocoded approximate)",(650) 625-8991,beauty,ATTEMPTED - search error,,ERROR: No results found.
879,Emergency Animal Care,"601 Showers Drive, Mountain View, CA, 94040",(650) 494-1461,veterinary,ATTEMPTED - search error,,ERROR: No results found.
880,Esther's German Restaurant,"987 North San Antonio Road, Los Altos, CA, 94022",(650) 941-4463,restaurant,ATTEMPTED - search error,,ERROR: No results found.
881,A Good Morning,"West El Camino Real, Los Altos, California, 94022 (reverse-geocoded approximate)",(650) 941-8154,restaurant,ATTEMPTED - search error,,ERROR: No results found.
882,Phở Vỉ Hoa,"4546 West El Camino Real, Los Altos, CA, 94022",(650) 947-1290,restaurant,RAW HIT REVIEWED - not confirmed owned site,https://www.angkorcambodianrestaurant.com/,"Angkor Chef | San Jose CA - Facebook (facebook.com) | Angkor Chef Restaurant - San Jose, CA | OpenTable (opentable.com) | Angkor Chef - Visit San Jose (sanjose.org) | Angkor Chef in San Jose, CA 95113 - 408-809...ANGKOR CHEF, San Jose - Menu, Prices ... - TripadvisorANGKOR CHEF - Updated May 2026 - 374 Photos & 188 Reviews ... (chamberofcommerce.com) | ANGKOR CHEF, San Jose - Menu, Prices ... - Tripadvisor (tripadvisor.com)"
883,The Lux Beauty,"565 San Antonio Road, Mountain View, CA, 94040",(650) 948-4501,beauty,ATTEMPTED - search error,,ERROR: No results found.
884,Amici,450 San Antonio Road,(650) 961-6666,restaurant,ATTEMPTED - search error,,ERROR: No results found.
885,The Sea by Alexander's Steakhouse,"4269 West El Camino Real, Palo Alto, CA, 94306",(650) 213-1111,restaurant,ATTEMPTED - search error,,ERROR: No results found.
886,Palo Alto Advanced Dentists,4191,(650) 324-4900,dentist,ATTEMPTED - search error,,ERROR: No results found.
887,Sushi Tomo,"4131 El Camino Way, Palo Alto",(650) 856-1100,restaurant,ATTEMPTED - search error,,ERROR: No results found.
888,Hong Kong Restaurant,"3691 El Camino Real, Palo Alto, CA, 94306",(650) 251-9062,restaurant,ATTEMPTED - no likely owned-site hit,,"VENICE NAIL SALON - San Jose CA - Hours, Directions, Reviews ... (loc8nearme.com) | VENICE NAIL SALON - Updated May 2026 - 60 Photos & 115 ... - YelpVenice Nail Salon opening times, 1407 West San Carlos ...Venice Nail Salon - 1407 W San Carlos St, San Jose, CA 95126 ...Venice Nail Salon - San Jose, CA 95126 - Services and ReviewsVenice Nail Salon Reviews, Beauty in San Jose, CA - BirdeyeVenice Nail Salon, 1407 W San Carlos St, San Jose, CA 95126 ... (yelp.com) | Venice Nail Salon opening times, 1407 West San Carlos ... (us.near-place.com) | Venice Nail Salon - 1407 W San Carlos St, San Jose, CA 95126 ...Venice Nail Salon - San Jose, CA 95126 - Services and ReviewsVenice Nail Salon Reviews, Beauty in San Jose, CA - BirdeyeVenice Nail Salon, 1407 W San Carlos St, San Jose, CA 95126 ... (fresha.com) | Venice Nail Salon - San Jose, CA 95126 - Services and Reviews (salondiscover.com)"
889,Smog 4 Less,"3508 El Camino Real, Palo Alto",(650) 383-7664,car_repair,ATTEMPTED - search error,,ERROR: No results found.
890,Wilmer Hale,"950 Page Mill Road, Palo Alto, 94304",(650) 858-6000,lawyer,ATTEMPTED - search error,,ERROR: No results found.
891,Salon 454,"454 Cambridge Avenue, Palo Alto, CA, 94306",(650) 799-8308,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
892,Hairshaper's Club,"453 South California Avenue, Palo Alto, CA, 94306",(650) 329-8040,hairdresser,RAW HIT REVIEWED - not confirmed owned site,https://www.cocolabakery.com/,Cocola - Visit San Jose (sanjose.org) | Cocola Bakery (cocolabakery.com)
893,Palo Alto Sol,"408 South California Avenue, Palo Alto, 94306",(650) 328-8840,restaurant,ATTEMPTED - search error,,ERROR: No results found.
894,Daigo,"2363 Birch Street, Palo Alto, CA, 94306",(650) 384-6880,restaurant,ATTEMPTED - search error,,ERROR: No results found.
895,Hair Studio,"101 South California Avenue, Palo Alto, 94036",(650) 473-1213,hairdresser,ATTEMPTED - no likely owned-site hit,,Spa City: Read Reviews and Book Classes on ClassPass (classpass.com) | 360 Beauty Spa - Campbell: Read Reviews and Book Classes on... (classpass.com)
896,Nina's Nails & Hair,891 Hamilton Avenue,(650) 324-3978,hairdresser,RAW HIT REVIEWED - not confirmed owned site,https://kaizen.com/us/,Kaizen Sushi Campbell Ca _ Kaizen Japanese Bar & Grill (cexgl.iwmidsp.org) | Continuous Improvement Consulting | Kaizen US (kaizen.com)
897,Mi Taqueria,875 Hamilton Avenue,(650) 289-0451,restaurant,ATTEMPTED - search error,,ERROR: No results found.
898,Markstyle,"Willow Road, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 325-4075,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
899,Tony's Pizza,820 Willow Road,(650) 853-0860,restaurant,ATTEMPTED - no likely owned-site hit,,"Order MO'S BURGERS - Campbell, CA Menu Delivery... - DoorDash (doordash.com) | Mo’s | Randomly Edible (randomlyedible.com)"
900,New Generation Nails,724,(650) 323-4987,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
901,Ochoas Beauty Salon,720 Willow Road,(650) 325-2125,hairdresser,ATTEMPTED - no likely owned-site hit,,"Hair care in Campbell - reviews, addresses and phone numbers (campbell-ca.california-list.com)"
902,Menlo Park Smog,"710 O'Keefe Street, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 323-7664,car_repair,ATTEMPTED - no likely owned-site hit,,"THE GARRET OF CAMPBELL - Updated January 2026 - Yelp (yelp.ca) | The Garret of CampbellThe Garret - Campbell, CA 95008 - The Real Yellow PagesGARRET, Campbell - Menu, Prices & Restaurant Reviews - Order ...The Garret of Campbell, Campbell - Menu, Reviews (289 ...The Garret of Campbell in Campbell, CA 95008 - 408-559...The Garret of Campbell | (408) 559-7930 | Campbell, California (yelp.com) | The Garret - Campbell, CA 95008 - The Real Yellow PagesGARRET, Campbell - Menu, Prices & Restaurant Reviews - Order ...The Garret of Campbell, Campbell - Menu, Reviews (289 ...The Garret of Campbell in Campbell, CA 95008 - 408-559...The Garret of Campbell | (408) 559-7930 | Campbell, California (yellowpages.com) | GARRET, Campbell - Menu, Prices & Restaurant Reviews - Order ...The Garret of Campbell, Campbell - Menu, Reviews (289 ...The Garret of Campbell in Campbell, CA 95008 - 408-559...The Garret of Campbell | (408) 559-7930 | Campbell, California (tripadvisor.com) | The Garret of Campbell, Campbell - Menu, Reviews (289 ...The Garret of Campbell in Campbell, CA 95008 - 408-559...The Garret of Campbell | (408) 559-7930 | Campbell, California (restaurantji.com)"
903,Simply Be Beautiful,"530 University Avenue, Palo Alto, CA, 94301",(650) 323-1009,beauty,ATTEMPTED - search error,,ERROR: No results found.
904,Pho Banh Mi,"405 University Avenue, Palo Alto, CA, 94301",(650) 559-0382,restaurant,ATTEMPTED - search error,,ERROR: No results found.
905,Sky Nails,"1059 Crane Street, Menlo Park, CA, 94025",(650) 462-0836,beauty,ATTEMPTED - search error,,ERROR: No results found.
906,LaMigliore Salon,"644 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 321-1100,beauty,ATTEMPTED - search error,,ERROR: No results found.
907,Park Avenue Salon and Spa,"609 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 328-6311,beauty,ATTEMPTED - search error,,ERROR: No results found.
908,Simpson's Barber Shop,1181,(650) 853-9913,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
909,J&J Hawaiian Barbeque,"1170 Alma Street, 94025",(650) 323-6137,restaurant,ATTEMPTED - search error,,ERROR: No results found.
910,MsKouture,1775 Broadway,(650) 743-1917,clothes,ATTEMPTED - no likely owned-site hit,,"3 Best Chinese Restaurants in San Jose, CA - Expert... (threebestrated.com)"
911,Bravo! Taqueria,"980 Woodside Road, Redwood City, 94061",(650) 364-3511,restaurant,ATTEMPTED - search error,,ERROR: No results found.
912,King's Court Barber Salon,"842 Woodside Road, Redwood City, 94061",(650) 365-4247,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
913,One on One Fiteness,"830 Woodside Road, Redwood City, 94061",(650) 364-4873,fitness_centre,ATTEMPTED - search error,,ERROR: No results found.
914,Reflections Hair Design,"830 Woodside Road, Redwood City, 94061",(650) 568-3370,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
915,Precious Nails,"760 Woodside Road, Redwood City, 94061",(650) 368-1488,beauty,ATTEMPTED - search error,,ERROR: No results found.
916,Pho Truong Long,"756 Woodside Road, Redwood City, 94061",(650) 369-3767,restaurant,ATTEMPTED - search error,,ERROR: No results found.
917,Clean Wash,"742 Woodside Road, Redwood City, 94061",(650) 369-5204,laundry,ATTEMPTED - search error,,ERROR: No results found.
918,Nancy's Nails,"738 Woodside Road, Redwood City, 94061",(650) 369-4386,beauty,ATTEMPTED - search error,,ERROR: No results found.
919,Family Hair Salon,"736 Woodside Road, Redwood City, 94061",(650) 368-3870,hairdresser,ATTEMPTED - no likely owned-site hit,,"Café Docanto Map - Coffeehouse - Santa Clara County, California, USA (mapcarta.com)"
920,Karlita's Taco Place,"512 Woodside Road, Redwood City, 94061",(650) 364-8612,fast_food,ATTEMPTED - search error,,ERROR: No results found.
921,Men Haircuts by Lilian,"593 Woodside Road, Redwood City, 94061",(650) 365-3563,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
922,Diner Japonica,"593 Woodside Road, Redwood City, 94061",(650) 364-4649,restaurant,ATTEMPTED - search error,,ERROR: No results found.
923,Villa Roma Cocktail Lounge,"593 Woodside Road, Redwood City, 94061",(650) 365-5060,bar,ATTEMPTED - search error,,ERROR: No results found.
924,Turfside Grille,3151,(650) 362-4109,restaurant,ATTEMPTED - no likely owned-site hit,,"Mckee Hair & Nail, San Jose, CA - Reviews (21), Photos (12 ...Mckee Hair & Nail - 2361 McKee Rd, San Jose, CA 95116 | FreshaMcKee Hair & Nail - San Jose, CA 95116 - The Real Yellow PagesMCKEE HAIR AND NAILS - Updated May 2026 - 16 Photos & 18 ...McKee Hair & Nail 2361 Mckee Rd, San Jose, CA 95116 ...McKee Hair and Nails in San Jose, CA – Reviews, Hours, and ...Mckee Hair & Nail - 17 Reviews - Beauty in San Jose, CA - Birdeye (bestprosintown.com) | Mckee Hair & Nail - 2361 McKee Rd, San Jose, CA 95116 | FreshaMcKee Hair & Nail - San Jose, CA 95116 - The Real Yellow PagesMCKEE HAIR AND NAILS - Updated May 2026 - 16 Photos & 18 ...McKee Hair & Nail 2361 Mckee Rd, San Jose, CA 95116 ...McKee Hair and Nails in San Jose, CA – Reviews, Hours, and ...Mckee Hair & Nail - 17 Reviews - Beauty in San Jose, CA - Birdeye (fresha.com) | McKee Hair & Nail - San Jose, CA 95116 - The Real Yellow PagesMCKEE HAIR AND NAILS - Updated May 2026 - 16 Photos & 18 ...McKee Hair & Nail 2361 Mckee Rd, San Jose, CA 95116 ...McKee Hair and Nails in San Jose, CA – Reviews, Hours, and ...Mckee Hair & Nail - 17 Reviews - Beauty in San Jose, CA - Birdeye (yellowpages.com) | MCKEE HAIR AND NAILS - Updated May 2026 - 16 Photos & 18 ...McKee Hair & Nail 2361 Mckee Rd, San Jose, CA 95116 ...McKee Hair and Nails in San Jose, CA – Reviews, Hours, and ...Mckee Hair & Nail - 17 Reviews - Beauty in San Jose, CA - Birdeye (yelp.com) | McKee Hair & Nail 2361 Mckee Rd, San Jose, CA 95116 ... (superpages.com)"
925,Las Parrillas,"Semicircular Road, North Fair Oaks, California, 94027 (reverse-geocoded approximate)",(650) 369-2040,restaurant,ATTEMPTED - search error,,ERROR: No results found.
926,Tere's Boutique,3270,(650) 364-0239,clothes,ATTEMPTED - search error,,ERROR: No results found.
