Route stop,Business,Address,Phone,Category,Google query,Owned website search status,Owned website found,Evidence
871,Cable Car Coffee,900 Market Street,(415) 470-0170,cafe,"""Cable Car Coffee"" ""(415) 470-0170"" official website",ATTEMPTED - no likely owned-site hit,,"Cable Car Coffee in San Francisco • Menu, Prices & Reviews (ochef.com) [domain does not match business name tokens] | Cable Car CoffeeSF - San Francisco, CA | joe coffee (joe.coffee) [directory/profile domain] | Cable Car CoffeeSF, San Francisco - Menu, Reviews (99 ... (restaurantji.com) [directory/profile domain] | Cable Car Coffeesf in San Francisco: photos, reviewsSan Mateo Cars & Coffee - MeetupCalifornia Cable Car: Schedules - SFMTASan Mateo Cars & Coffee at AutoVino in San Carlos - Patch (intravel.net) [domain does not match business name tokens] | San Mateo Cars & Coffee - Meetup (meetup.com) [domain does not match business name tokens] | California Cable Car: Schedules - SFMTA (sfmta.com) [domain does not match business name tokens]"
872,Taquerria Castillo B2,"10 Mason Street, San Francisco, CA, 94102",(415) 986-0426,restaurant,"""Taquerria Castillo B2"" ""San Francisco"" ""(415) 986-0426"" official website",ATTEMPTED - no likely owned-site hit,,Taquerria Castillo B2 — restaurant in San Francisco (findit.city) [domain does not match business name tokens]
873,Ady Barber & Beauty,"Mission Street, San Francisco, California, 94103 (reverse-geocoded approximate)",(415) 341-1047,hairdresser,"""Ady Barber & Beauty"" ""San Francisco"" ""(415) 341-1047"" official website",ATTEMPTED - no likely owned-site hit,,"ADY Barber and Beauty Shop - San Francisco, CAADY Barber and Beauty Shop | (415) 341-1047 | San FranciscoADY Barber and Beauty Shop in San Francisco, CA 94103 - 415 ...ADY Barber and Beauty Shop - 953 Mission St #101, San ...ADY Barber and Beauty Shop in San Francisco, CA - YahooADY Barber and Beauty Shop - Official MapQuestBeauty Salons in San Francisco, CA | ADY Barber and Beauty Shop (yelp.com) [directory/profile domain] | ADY Barber and Beauty Shop | (415) 341-1047 | San Francisco (allbiz.com) [directory/profile domain] | ADY Barber and Beauty Shop in San Francisco, CA 94103 - 415 ... (chamberofcommerce.com) [directory/profile domain] | ADY Barber and Beauty Shop in San Francisco, CA - Yahoo (local.yahoo.com) [directory/profile domain] | ADY Barber and Beauty Shop - Official MapQuest (mapquest.com) [directory/profile domain] | Beauty Salons in San Francisco, CA | ADY Barber and Beauty Shop (cityof.com) [domain does not match business name tokens]"
874,Yamato Auto Repair,1359 Harrison Street,(415) 346-5116,car_repair,"""Yamato Auto Repair"" ""(415) 346-5116"" official website",ATTEMPTED - no likely owned-site hit,,"Yamato Auto Repair | (415) 346-5116 | San Francisco - AllBiz (allbiz.com) [directory/profile domain] | Yamato Auto Repair in San Francisco, CA 94109 - (415) 3... (chamberofcommerce.com) [directory/profile domain] | Yamato Auto Inc in San Francisco, CA - (415) 346-5116 - Profile (buzzfile.com) [directory/profile domain] | Auto Repair in San Francisco, CA | Yamato Auto Repair Inc (cityof.com) [domain does not match business name tokens] | Yamato Auto Repair | 1710 Pine St San Francisco, CA (mechanicadvisor.com) [domain does not match business name tokens] | Yamato Auto Repair Inc - San Francisco, CA 94109 (yellowpages.com) [directory/profile domain]"
875,Hello Bahn Mi,681 Townsend Street,(415) 658-7181,fast_food,"""Hello Bahn Mi"" ""(415) 658-7181"" official website",ATTEMPTED - no likely owned-site hit,,Hello Bahn Mi — restaurant in San Francisco (findit.city) [domain does not match business name tokens]
876,U & I Auto Safety Center,"758 Bryant Street, San Francisco, CA",(415) 255-7337,car_repair,"""U & I Auto Safety Center"" ""San Francisco"" ""(415) 255-7337"" official website",ATTEMPTED - no likely owned-site hit,,"U & I Auto Safety Center - Automotive Service Councils of California (ascca.com) [domain does not match business name tokens] | U & I Auto Safety Center | BBB Business Profile | Better Business... (bbb.org) [directory/profile domain] | U & I Auto Safety Center, San Francisco, CA | Local.DMV.ORG (local.dmv.org) [domain does not match business name tokens] | Best 30 Automobile Inspection Stations Services in San Francisco, CA... (yellowpages.com) [directory/profile domain] | U & I Auto Repair - SoMa - 2 visitors (foursquare.com) [directory/profile domain] | Auto Pro Review - U & I Auto Safety Center (autoproreview.com) [domain does not match business name tokens]"
877,The Sandwich Boss at EPC,"600 Harrison Street, San Francisco, CA, 94107",(415) 777-4709,cafe,"""The Sandwich Boss at EPC"" ""San Francisco"" ""(415) 777-4709"" official website",ATTEMPTED - no likely owned-site hit,,"The Sandwich Boss at EPC — café in San Francisco (findit.city) [domain does not match business name tokens] | The Sandwich Boss - San Francisco, CAOnline Menu of The Sandwich Boss Restaurant, San Francisco ...The sandwich BOSS at Eden Plaza Cafe - San Francisco, CAThe SANDWICH BOSS @ EPC (@thesandwichbossatepc) - InstagramTHE SANDWICH BOSS at Eden Plaza Cafe, San Francisco - Menu ...The Sandwich Boss at EPC — café in San FranciscoThe Sandwich Boss at EPC - Third Place | Third Place Near Me (yelp.com) [directory/profile domain] | Online Menu of The Sandwich Boss Restaurant, San Francisco ...The sandwich BOSS at Eden Plaza Cafe - San Francisco, CAThe SANDWICH BOSS @ EPC (@thesandwichbossatepc) - InstagramTHE SANDWICH BOSS at Eden Plaza Cafe, San Francisco - Menu ...The Sandwich Boss at EPC — café in San FranciscoThe Sandwich Boss at EPC - Third Place | Third Place Near Me (zmenu.com) [directory/profile domain] | The sandwich BOSS at Eden Plaza Cafe - San Francisco, CAThe SANDWICH BOSS @ EPC (@thesandwichbossatepc) - InstagramTHE SANDWICH BOSS at Eden Plaza Cafe, San Francisco - Menu ...The Sandwich Boss at EPC — café in San FranciscoThe Sandwich Boss at EPC - Third Place | Third Place Near Me (grubhub.com) [directory/profile domain] | The SANDWICH BOSS @ EPC (@thesandwichbossatepc) - Instagram (instagram.com) [directory/profile domain] | THE SANDWICH BOSS at Eden Plaza Cafe, San Francisco - Menu ... (restaurantji.com) [directory/profile domain]"
878,Bahn Mi King,"San Francisco, CA",(415) 664-0893,cafe,"""Bahn Mi King"" ""(415) 664-0893"" official website",ATTEMPTED - no likely owned-site hit,,"BANH MI KING - Updated May 2026 - 149 Photos & 100 Reviews ...Banh Mi King Menu – San Francisco, CABanh Mi King in San Francisco, CA 94105 - (415) 6...Vietnamese Restaurants in San Francisco, CA | Banh Mi KingBanh Mi King in San Francisco, CA – Reviews, Hours, and ...Banh Mi King 180 Howard St, San Francisco, CA 94105 ...Banh Mi King - San Francisco, CA 94105 - The Real Yellow Pages (yelp.com) [directory/profile domain] | Banh Mi King Menu – San Francisco, CA (roostcafeandbistro.com) [directory/profile domain] | Banh Mi King in San Francisco, CA 94105 - (415) 6... (chamberofcommerce.com) [directory/profile domain] | Vietnamese Restaurants in San Francisco, CA | Banh Mi King (cityof.com) [domain does not match business name tokens] | Banh Mi King in San Francisco, CA – Reviews, Hours, and ... (local.yahoo.com) [directory/profile domain] | Banh Mi King 180 Howard St, San Francisco, CA 94105 ... (superpages.com) [directory/profile domain]"
879,Ozzy's  Cafe & Grill,"21 Drumm Street, San Francisco, CA, 94111",(415) 391-8181,fast_food,"""Ozzy's  Cafe & Grill"" ""San Francisco"" ""(415) 391-8181"" official website",ATTEMPTED - no likely owned-site hit,,Ozzy's Cafe & Grill — restaurant in San Francisco (findit.city) [domain does not match business name tokens]
880,Lucky Nails,17 Drumm Street,(415) 981-5321,beauty,"""Lucky Nails"" ""(415) 981-5321"" official website",ATTEMPTED - no likely owned-site hit,,"Best salons for acrylic nails near me in Union Square, San... | Fresha (fresha.com) [directory/profile domain] | Healthy Nail Salons | San Francisco Environment Department (SFE) (sfenvironment.org) [domain does not match business name tokens]"
881,Il Canto Cafe,475 Sacramento Street,(415) 202-3593,cafe,"""Il Canto Cafe"" ""(415) 202-3593"" official website",ATTEMPTED - no likely owned-site hit,,"Il Canto Cafe | Downtown San Francisco (downtownsf.org) [domain does not match business name tokens] | Il Canto Cafe — café in San Francisco (findit.city) [domain does not match business name tokens] | IL CANTO CAFE - SAN FRANCISCO, CA | Online Ordering | Clover (clover.com) [directory/profile domain] | Il Canto Cafe | Gourmet Breakfast & Lunch in San Francisco (il-canto-cafe.wherevi.com) [directory/profile domain] | Il Canto Cafe San Francisco - mymenuweb.com (mymenuweb.com) [directory/profile domain] | IL CANTO CAFE - Updated May 2026 - 627 Photos & 822 Reviews ... (yelp.com) [directory/profile domain]"
882,Oolong Noodles,"646 Washington Street, San Francisco, CA, 94111",(415) 986-2737,restaurant,"""Oolong Noodles"" ""San Francisco"" ""(415) 986-2737"" official website",ATTEMPTED - no likely owned-site hit,,"Oolong Noodles Seafood - Shop Chinatown (shopchinatown.org) [domain does not match business name tokens] | Oolong Noodles Restaurant Menu - San Francisco, CA (menupages.com) [directory/profile domain] | Oolong Noodles — restaurant in San Francisco (findit.city) [domain does not match business name tokens] | 旧金山湾区餐饮美食 Bay Area 商家信息 (dealmoon.com) [domain does not match business name tokens]"
883,Ravi,"533 Jackson Street, San Francisco, 94133",(415) 693-0499,restaurant,"""Ravi"" ""San Francisco"" ""(415) 693-0499"" official website",ATTEMPTED - no likely owned-site hit,,"Abstract Book - EuroPCR 2026 (pcronline.com) [domain does not match business name tokens] | Full text of ""NEW"" - Archive.org (archive.org) [domain does not match business name tokens] | Lie Lie Lie - krono20112025 - Multifandom [Archive of Our Own] (archiveofourown.org) [domain does not match business name tokens] | Calendar | SFJAZZ.org (sfjazz.org) [domain does not match business name tokens] | Ac Gk Capsule - PDFCOFFEE.COM (pdfcoffee.com) [domain does not match business name tokens] | MGCoT/dataset/fetaqa_data/dev.csv at main · Cedric-Mo/MGCoT (github.com) [domain does not match business name tokens]"
884,Yee Hing Clothing Store,"603 Jackson Street, San Francisco",(415) 632-8663,clothes,"""Yee Hing Clothing Store"" ""San Francisco"" ""(415) 632-8663"" official website",ATTEMPTED - no likely owned-site hit,,"Yee Hing Clothing Store in San Francisco, CA 94133 - (415) 6... (chamberofcommerce.com) [directory/profile domain] | Yee Hing Clothing Store - San Francisco, CA 94133 (yellowpages.com) [directory/profile domain] | Yee Hing Clothing Store in San Francisco , CA - Superpages (superpages.com) [directory/profile domain] | Yee Hing Clothing Store San Francisco CA, 94133 – Manta.com (manta.com) [directory/profile domain] | Yee Hing Clothing Store - San Francisco CA 94133 | 415-956-6388 (merchantcircle.com) [domain does not match business name tokens] | Yee Hing Clothing Store, 740 Jackson St, San Francisco, CA ... (mapquest.com) [directory/profile domain]"
885,Yummy Bakery & Cafe,"607 Jackson Street, San Francisco, CA",(415) 989-8388,bakery,"""Yummy Bakery & Cafe"" ""San Francisco"" ""(415) 989-8388"" official website",ATTEMPTED - no likely owned-site hit,,"Yummy Bakery and Cafe in San Francisco, CA United... - Apple Maps (maps.apple.com) [directory/profile domain] | Yummy Bakery & Cafe - Chinese bakery in Chinatown - Website (yummy-bakery-cafe.com-place.com) [domain does not match business name tokens] | Bakery & Café – 華埠訪客中心 (bestofsfchinatown.com) [domain does not match business name tokens] | The Absolute Best Bakery in Chinatown San Francisco [Updated 2025] (sanfransecrets.com) [domain does not match business name tokens] | The 16 Best Chinese Bakeries in San Francisco | SanFrancisco10 (sanfrancisco10.com) [domain does not match business name tokens] | San Francisco: Yummy Bakery & Cafe (noshameadventures.blogspot.com) [domain does not match business name tokens]"
886,Brioche Bakery & Cafe,"210 Columbus Avenue, San Francisco, CA, 94133",(415) 572-3858,bakery,"""Brioche Bakery & Cafe"" ""San Francisco"" ""(415) 572-3858"" official website",REVIEW - likely owned-site candidate,https://www.briochebakerycafe.com/,"Order BRIOCHE BAKERY & CAFE - San Francisco, CA... - DoorDash (doordash.com) [directory/profile domain] | Brioche Bakery & Cafe - Best Bakery / Dessert in San ... (briochebakerycafe.com) [domain/name match; phone=False; city=True; address_tokens=2]"
887,"Oriental Shopping Center, Inc","620 Pacific Avenue, San Francisco, CA",(415) 397-7366,hardware,"""Oriental Shopping Center, Inc"" ""San Francisco"" ""(415) 397-7366"" official website",ATTEMPTED - no likely owned-site hit,,"Oriental Shopping Center, San Francisco, CA - 620 ... - WhereOrg (whereorg.com) [directory/profile domain] | Oriental Shopping Center Inc - San Francisco, CAOriental Shopping Center - Overview, News & Competitors ...Oriental Shopping Center San Francisco CA, 94133 – Manta.comOriental Shopping Center Inc – San Francisco, 620 Pacific Ave ...东方百货商场介绍_电话_地址_营业时间-洛杉矶最大的华人商家资讯平台Oriental Shopping Center Inc Gift & Greeting Cards - Email ... (yelp.com) [directory/profile domain] | Oriental Shopping Center - Overview, News & Competitors ... (zoominfo.com) [domain does not match business name tokens] | Oriental Shopping Center San Francisco CA, 94133 – Manta.com (manta.com) [directory/profile domain] | Oriental Shopping Center Inc – San Francisco, 620 Pacific Ave ...东方百货商场介绍_电话_地址_营业时间-洛杉矶最大的华人商家资讯平台Oriental Shopping Center Inc Gift & Greeting Cards - Email ... (unilocal.fr) [domain does not match business name tokens] | Oriental Shopping Center Inc Gift & Greeting Cards - Email ... (giftly.com) [domain does not match business name tokens]"
888,Yummy Yummy,"758;760 Pacific Avenue, San Francisco, California, 94133 (reverse-geocoded approximate)",(415) 391-1068,restaurant,"""Yummy Yummy"" ""San Francisco"" ""(415) 391-1068"" official website",ATTEMPTED - no likely owned-site hit,,"YUMMY YUMMY, San Francisco - 758 Pacific Ave... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Yummy — restaurant in San Francisco (findit.city) [domain does not match business name tokens] | Best lunch hands down - Yummy Yummy, San Francisco Traveller... (tripadvisor.com.sg) [domain does not match business name tokens] | Yummy Yummy | Shop Dine Guide (foodieguide.com) [domain does not match business name tokens] | Yummy Yummy - San Francisco (us.a-better-place.com) [domain does not match business name tokens] | Yummy Yummy | Shop Dine Guide (shopdineguide.com) [domain does not match business name tokens]"
889,Little Paris,"1131 Stockton Street, San Francisco, CA, 94133",(415) 982-6111,restaurant,"""Little Paris"" ""San Francisco"" ""(415) 982-6111"" official website",ATTEMPTED - no likely owned-site hit,,"Little Paris - Shop Chinatown (shopchinatown.org) [domain does not match business name tokens] | Little Paris, San Francisco, Montgomery Street - Restaurant menu... (restaurantguru.com) [directory/profile domain] | Little Paris — SPOTLIGHT CHINATOWN (spotlightchinatown.com) [domain does not match business name tokens] | Online Menu of Little Paris Restaurant, San Francisco... - Zmenu (zmenu.com) [directory/profile domain] | Little Paris — restaurant in San Francisco (findit.city) [domain does not match business name tokens] | Little Paris in San Francisco, California: information, coupons, menu... (restaurants.com) [domain does not match business name tokens]"
