Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
917,Fairy Lake Aquarium,1609 Clement Street,(415) 752-3527,pet,https://www.yelp.com/biz/fairy-lake-discus-palace-san-francisco?override_cta=Get+pricing,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
918,Mai's Beauty Salon,5547 Geary Boulevard,(415) 752-1642,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
919,Balboa Bubbles,2001 Balboa Street,(415) 789-6679,laundry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
920,Aquatica Nails,5707 Geary Boulevard,(415) 422-0448,beauty,https://www.yelp.com/biz/aquatica-nails-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
921,Pho Huong Viet,5733 Geary Boulevard,(415) 702-6177,restaurant,https://www.yelp.com/biz/pho-huong-viet-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
922,Nail Care by Theresa,5815 Geary Boulevard,(415) 806-8329,beauty,https://www.yelp.com/biz/nail-care-by-theresa-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
923,An Chi,"5827 Geary Boulevard, San Francisco, CA, 94121",(415) 702-9986,restaurant,https://www.yelp.com/biz/an-chi-san-francisco-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
924,Qué Chulada,"5848;5850 Geary Boulevard, San Francisco, California, 94121 (reverse-geocoded approximate)",(415) 702-6433,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
925,George Jee Insurance Services,6125 Geary Boulevard,(415) 668-3272,insurance,https://www.yelp.com/biz/george-jee-insurance-services-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
926,Izakaya Mayumi,"2221;2223 Clement Street, San Francisco, California, 94121 (reverse-geocoded approximate)",(415) 742-4159,restaurant,https://www.yelp.com/biz/izakaya-mayumi-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
927,Kayo Hair,2211 Clement Street,(415) 831-2222,hairdresser,https://www.yelp.com/biz/kayo-hair-salon-san-francisco?start=20,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
928,Thanh Thanh Café,2205 Clement Street,(415) 387-1759,cafe,https://www.yelp.com/biz/thanh-thanh-cafe-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
929,Fuku Ramen,2110 Clement Street,(415) 683-5979,restaurant,https://www.instagram.com/fuku_ramen_sf/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
930,Little Sushi Bar,200 23rd Avenue,(415) 682-4418,restaurant,https://www.yelp.com/biz/little-sushi-bar-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
931,Blossom Beauty Salon & Spa,2416 Clement Street,(415) 702-6818,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
932,Chef Xiong Kitchen,"2428 Clement Street, San Francisco, CA, 94121",(415) 706-1623,restaurant,https://www.yelp.com/biz/chef-xiong-kitchen-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
933,Indian Clay Oven,2438 Clement Street,(415) 751-5000,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
934,Ruby's Cut,2838 Clement Street,(415) 751-1662,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
935,Star East,3101 Clement Street,(415) 666-0777,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
936,Geary Cafe,6900 Geary Boulevard,(415) 422-1423,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
937,Sugarcane SF,6903 Geary Boulevard,(415) 933-8938,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
938,Kufu-Ya,"7001 Geary Boulevard, San Francisco, CA, 94121",(415) 668-8699,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
939,Chino's,"3416 Balboa Street, 94121",(415) 668-9956,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
940,Jessica Liu Insurance Services Inc.,"3428 Balboa Street, 94121",(415) 386-2283,insurance,https://www.yelp.com/biz/jessica-liu-insurance-services-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
941,Cielito Lindo,3438 Balboa Street,(415) 742-0959,restaurant,https://www.yelp.com/biz/cielito-lindo-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
942,Taste of Fusion Kitchen,3497 Balboa Street,(415) 742-4560,restaurant,https://www.yelp.com/biz/taste-of-fusion-楼外楼-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
943,Plato Hair Design,"3508 Balboa Street, 94121",(415) 386-2129,hairdresser,https://www.yelp.com/biz/plato-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
944,Superior Palace,"3546 Balboa Street, 94121",(415) 387-1386,restaurant,https://www.yelp.com/biz/superior-palace-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
945,Little Henry's,"3600 Balboa Street, 94121",(415) 387-8761,restaurant,https://www.yelp.com/biz/little-henrys-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
946,Julie Nail Spa,"3604 Balboa Street, 94121",(415) 386-2355,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
947,Fuwa Dumpling,"3608 Balboa Street, 94121",(415) 665-6688,restaurant,https://www.yelp.com/biz/fuwa-dumpling-福娃餃子-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
948,Kim Son,"3614 Balboa Street, 94121",(415) 221-3811,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
949,Mr. Báhn Mì,3605 Balboa Street,(415) 463-6588,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
950,Crown Hardware,"3615 Balboa Street, 94121",(415) 221-9047,hardware,https://www.yelp.com/biz/crown-locksmith-and-safe-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
951,Shanghai House,"3641 Balboa Street, 94121",(415) 831-9288,restaurant,https://www.yelp.com/biz/shanghai-house-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
952,H&Q Beauty Salon,"3651 Balboa Street, 94121",(415) 666-0288,hairdresser,https://www.yelp.com/biz/h-and-q-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
953,The Pot's,"2652 Judah Street, 94122",(415) 682-7889,restaurant,https://www.yelp.com/biz/the-pots-hot-pot-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
954,I D Hair Salon,"3950 Irving Street, San Francisco, CA, 94122",(415) 666-0888,beauty,https://www.yelp.com/biz/id-hair-and-beauty-san-francisco?override_cta=Request+an+appointment,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
955,The Clean Cycle Laundromat,"1454 48th Avenue, San Francisco, CA, 94122",(415) 935-1681,laundry,https://www.yelp.com/biz/clean-cycle-laundromat-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
956,J J Cosmetology Health Spa,"3800 Noriega Street, San Francisco, CA, 94122",(415) 731-8888,beauty,https://www.yelp.com/biz/jj-cosmetology-health-spa-san-francisco-3?override_cta=Request+an+appointment,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
957,Law Office Of Kurt D. Huysentruyt,3630 Lawton Street,(415) 661-5565,lawyer,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
958,JT’s Auto Repair,"3601 Lawton Street, San Francisco, California, 94122 (reverse-geocoded approximate)",(415) 636-6656,car_repair,https://www.yelp.com/biz/jts-auto-repair-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
959,Sunset Hardware,"3126 Noriega Street, San Francisco, CA, 94122",(415) 987-6048,hardware,https://www.yelp.com/biz/sunset-true-value-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
960,Kaili Beauty Nail Salon,2545 Noriega Street,+1 415-741-6822; +1 415-527-8398,beauty,https://www.yelp.com/biz/kaili-nail-and-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
961,Duke's Hardware,"2526 Noriega Street, San Francisco, CA, 94122-4127",(415) 753-0258,hardware,https://www.yelp.com/biz/dukes-hardware-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
962,Oriental Seafood Restaurant,"Noriega Street, San Francisco, California, 94116 (reverse-geocoded approximate)",(415) 661-8808,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
963,Bright N' Clean Laundry Center,2900 Taraval Street,(510) 579-8419,laundry,https://www.yelp.com/biz/bright-n-clean-laundromat-san-francisco?override_cta=Get+pricing+&+availability,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
964,Dumpling Kitchen,"1935 Taraval Street, San Francisco, CA, 94116",(415) 662-8938,restaurant,https://www.yelp.com/biz/dumpling-kitchen-castro-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
965,T-28 Bakery & Cafe,"1757 Taraval Street, San Francisco, CA",(415) 682-8200,restaurant,https://www.facebook.com/T-28-Bakery-Cafe-111110555585043/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
966,"Beverly Presley-Nelson, DDS General Dentistry",1749 Taraval Street,(415) 753-0790,dentist,https://www.yelp.com/biz/beverly-presley-nelson-dds-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
967,Taraval Okazu Ya,1735 Taraval Street,(415) 759-6850,restaurant,https://www.yelp.com/biz/taraval-okazu-ya-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
968,Parkside Day Spa,"1732 Taraval Street, San Francisco, CA",(415) 566-8166,beauty,https://www.yelp.com/biz/parkside-day-spa-san-francisco?override_cta=Get+pricing+&+availability,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
969,"United Associates Inv., Inc.",1580 Taraval Street,(415) 566-6868,estate_agent,https://www.yelp.com/biz/united-associates-investment-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
970,Flora Permanent Beauty Center,1572 Taraval Street,(415) 242-9688,beauty,https://www.yelp.com/biz/flora-permanent-beauty-center-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
971,Lou's Cafe,"1508 Taraval Street, San Francisco, CA, 94116",(415) 682-4083,cafe,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
972,123 Wash & Dry,"1501 Taraval Street, San Francisco, CA, 94116",(415) 556-3883,laundry,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
973,Dragon Lounge,"1355 Taraval Street, San Francisco, CA, 94116",(415) 566-7700,mobile_phone,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
974,Banhwich,"1105 Taraval Street, San Francisco, CA, 94116",(415) 665-2233,restaurant,https://www.yelp.com/biz/banhwich-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
975,Made in China,"1033 Taraval Street, San Francisco, CA, 94116",(415) 661-6888,restaurant,https://www.yelp.com/biz/china-live-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
976,Just Won Ton,"1241 Vicente Street, San Francisco, CA, 94116",(415) 681-2999,restaurant,https://www.yelp.com/biz/just-won-ton-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
977,Riverside Seafood Restaurant,"1201 Vicente Street, San Francisco, CA, 94116",(415) 759-8828,restaurant,https://www.yelp.com/biz/riverside-seafood-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
978,My Cup of Tea (Cool Tea Bar),"2666 Ocean Avenue, San Francisco, CA, 94127",(415) 753-3338,cafe,https://www.toasttab.com/local/order/cool-tea-bar-waverly-103-waverly-pl/r-cf557910-ba20-4088-9670-f6c202f2519f,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
